id_client,score_credit,age,anciennete,solde,nb_produits,carte_credit,membre_actif,salaire_estime,pays,genre,churn
89,739,42,12,137421.06,2,1,1,134946.87,Espagne,Femme,0
90,403,61,7,19526.08,2,1,1,38379.04,France,Homme,0
91,455,29,13,235790.76,1,0,1,76411.14,France,Homme,0
92,609,43,1,24845.69,4,1,0,18728.78,Allemagne,Homme,1
93,659,54,2,213708.54,1,0,1,69658.21,France,Femme,1
94,826,65,14,77.43,1,1,1,120495.19,France,Femme,0
95,540,50,11,220570.27,3,1,0,163967.69,Espagne,Femme,0
96,751,45,14,4929.93,2,0,1,123345.21,France,Femme,1
97,567,26,8,189453.01,4,1,1,22380.51,Allemagne,Femme,0
98,393,29,1,90422.7,2,1,1,62934.7,France,Femme,0
99,511,22,13,184554.2,4,1,1,121941.41,Allemagne,Femme,0
100,551,71,5,100436.3,1,1,0,146173.83,France,Femme,1
101,795,69,11,17726.98,3,0,1,175293.96,France,Homme,1
102,833,71,3,191876.67,1,1,1,194014.36,France,Homme,1
103,619,45,6,17813.17,2,1,1,179980.52,France,Homme,1
104,700,73,13,230530.11,3,1,1,101455.68,Espagne,Femme,0
105,653,52,13,12743.51,3,0,0,153181.96,France,Femme,1
106,620,22,5,119831.32,2,1,1,59497.64,Allemagne,Homme,1
107,805,51,9,180758.61,4,0,1,26808.7,Espagne,Homme,0
108,811,63,13,98311.62,3,0,1,25187.77,France,Femme,1
109,564,51,8,54308.37,4,1,1,59641.55,Espagne,Homme,0
110,601,30,13,189772.74,4,0,1,21945.1,Allemagne,Homme,0
111,539,56,8,196073.68,4,0,1,172300.4,Allemagne,Femme,0
112,645,59,9,230673.75,3,1,1,105635.34,Espagne,Homme,0
113,562,62,3,94041.28,1,1,0,165016.51,France,Homme,0
114,557,65,0,126562.93,3,1,1,188881.18,France,Femme,0
115,586,75,1,90782.11,1,1,1,198872.96,France,Femme,0
116,687,31,7,64270.46,3,1,1,188375.34,Espagne,Homme,0
117,716,28,13,187758.24,1,1,1,147563.01,France,Femme,0
118,402,59,9,84912.96,1,0,1,96766.24,Espagne,Femme,0
119,629,55,7,107037.36,3,1,0,125627.2,France,Homme,0
120,759,21,13,100918.41,4,0,0,166051.83,Allemagne,Homme,1
121,566,70,14,178165.31,4,1,0,181047.58,Allemagne,Homme,1
122,601,50,1,229448.91,1,1,0,191946.67,Espagne,Femme,1
123,537,24,3,166689.02,2,0,1,150162.05,France,Femme,1
124,729,73,0,117895.65,2,1,1,114891.41,France,Homme,0
125,842,58,6,194801.28,3,1,1,194148.77,Espagne,Homme,0
126,390,25,3,160242.83,3,0,1,192345.62,Espagne,Femme,1
127,506,54,10,15152.59,3,0,0,103347.27,France,Homme,1
128,364,68,13,23915.9,2,1,1,135001.8,Allemagne,Femme,1
129,650,27,7,9479.24,4,0,1,164714.42,France,Homme,1
130,414,60,8,114204.08,3,0,0,95119.63,Allemagne,Homme,1
131,694,74,11,206463.36,3,1,1,168434.86,Allemagne,Homme,1
132,676,32,8,78270.79,4,1,1,35619.26,Allemagne,Femme,0
133,358,55,2,96040.05,1,1,1,104013.07,France,Femme,1
134,693,32,4,227369.28,3,1,1,104283.31,France,Femme,0
135,478,22,5,209225.86,2,1,1,141661.56,Allemagne,Femme,0
136,841,46,5,166262.03,2,1,1,36536.41,Allemagne,Homme,0
137,485,36,9,66700.95,3,1,1,34093.93,Espagne,Femme,0
138,821,71,7,29260.37,2,1,1,181610.04,France,Homme,1
139,412,68,5,4014.71,4,0,1,71192.17,France,Femme,1
140,488,27,5,26752.67,1,1,1,75480.64,France,Femme,0
141,848,29,3,73149.11,1,0,1,158719.39,Allemagne,Homme,1
142,430,71,6,137947.52,3,1,1,91758.17,Allemagne,Homme,0
143,741,21,13,16000.02,3,0,1,169090.89,Allemagne,Homme,0
144,512,48,13,34056.94,1,1,1,89271.72,France,Femme,0
145,768,35,7,45270.18,1,1,1,155710.96,France,Femme,1
146,638,33,2,157995.52,3,1,1,112182.34,Espagne,Femme,0
147,728,57,6,153947.45,2,0,1,188128.2,Espagne,Homme,1
148,610,53,2,137691.43,3,0,1,75566.96,France,Femme,0
149,839,42,7,62625.36,4,1,1,82097.76,France,Femme,1
150,580,40,0,92779.92,3,0,1,194447.51,Espagne,Homme,0
151,390,29,0,24172.43,3,1,0,151442.14,France,Homme,0
152,377,51,13,56615.15,3,1,1,157924.96,Espagne,Femme,0
153,484,53,5,224426.31,3,1,0,69755.7,France,Femme,1
154,550,54,9,244922.94,3,1,1,113428.21,Espagne,Homme,0
155,677,20,8,161914.9,3,1,1,73005.08,Allemagne,Homme,0
156,617,26,11,229205.82,2,0,1,63075.74,France,Homme,0
157,767,78,13,160685.48,3,1,1,114019.62,Allemagne,Homme,1
158,382,70,3,8299.12,1,1,1,197735.72,France,Homme,0
159,397,35,5,249190.65,3,0,0,54705.19,France,Homme,1
160,756,60,11,24738.08,2,0,1,59866.17,France,Homme,0
161,411,52,4,170660.45,4,1,1,59978.86,Allemagne,Homme,0
162,565,79,11,63209.05,1,0,1,161464.92,France,Femme,1
163,642,74,14,97995.28,3,0,1,109439.18,France,Homme,1
164,448,72,0,161483.55,3,1,1,86182.02,France,Femme,0
165,521,51,5,109121.84,1,0,0,171101.12,Allemagne,Homme,1
166,709,58,8,62636.51,3,0,1,70035.77,Espagne,Homme,1
167,563,31,14,83611.55,2,1,0,87560.31,France,Homme,0
168,824,21,14,85387.03,3,0,0,28619.8,France,Homme,1
169,384,46,11,239830.98,4,1,1,36998.37,Allemagne,Femme,1
170,798,58,2,199653.25,2,0,1,40295.25,France,Homme,0
171,576,62,10,114637.19,3,1,0,79190.42,Allemagne,Homme,1
172,450,67,14,49955.23,4,1,1,111955.77,France,Homme,0
173,780,32,2,202754.03,1,0,1,15137.7,Allemagne,Homme,1
174,811,45,13,39295.62,2,1,1,50137.48,France,Femme,0
175,480,59,1,52615.55,3,1,1,47495.25,France,Homme,0
176,606,33,12,91503.35,3,0,0,61869.17,Allemagne,Homme,0
177,354,29,3,220087.05,1,1,1,45724.97,Allemagne,Homme,0
178,567,69,9,32946.67,1,1,1,51098.71,France,Femme,0
179,604,22,2,30558.55,2,1,1,197017.87,Allemagne,Femme,0
180,747,51,11,123493.75,2,1,1,125025.1,France,Homme,0
181,708,59,1,69102.64,2,0,0,156098.24,Allemagne,Homme,0
182,632,18,0,142181.99,3,0,1,166578.52,France,Homme,0
183,742,56,2,112909.17,3,1,0,138520.91,France,Homme,0
184,556,49,9,108739.78,2,1,1,145254.85,Espagne,Femme,1
185,364,43,5,27993.24,3,1,1,131972.44,France,Homme,1
186,695,34,8,35262.42,1,1,1,135134.09,Allemagne,Femme,1
187,391,65,10,205269.64,4,0,0,186763.18,Espagne,Homme,0
188,729,76,4,221470.68,3,1,1,49361.62,Allemagne,Homme,1
189,810,44,14,58670.88,2,1,1,65825.06,Allemagne,Femme,0
190,528,41,2,28365.13,3,1,0,32252.83,France,Femme,0
191,412,52,13,13354.17,1,1,1,169905.03,Espagne,Femme,1
192,701,63,4,152074.4,2,0,1,98019.73,France,Femme,0
193,580,59,4,178838.3,4,0,1,182814.34,Espagne,Femme,0
194,590,71,4,93202.5,2,1,0,91160.01,Allemagne,Femme,0
195,401,56,11,169918.97,2,0,1,96883.62,Allemagne,Homme,1
196,445,43,11,178239.7,2,1,0,97945.95,France,Femme,1
197,737,66,6,233835.57,3,1,1,128311.22,France,Femme,1
198,571,79,4,16218.41,4,1,1,156732.96,France,Homme,1
199,834,55,6,48072.93,1,0,1,79989.07,Allemagne,Homme,1
200,756,40,8,17131.5,3,0,0,131580.61,Allemagne,Homme,0
201,580,39,4,216998.48,4,1,1,52733.98,Allemagne,Homme,0
202,586,21,1,198146.79,4,0,1,117498.71,Espagne,Homme,0
203,492,66,4,143660.52,3,1,1,116118.21,Espagne,Homme,0
204,520,76,7,20915.85,2,1,1,179412.44,France,Femme,0
205,378,26,11,68328.09,4,1,0,180731.37,France,Homme,0
206,385,21,3,74429.96,1,1,1,105134.06,France,Homme,0
207,362,24,1,140185.8,3,1,1,19550.9,Espagne,Femme,1
208,509,40,9,64510.97,4,1,1,171255.06,France,Homme,0
209,676,19,2,18239.97,1,1,0,15115.16,France,Femme,1
210,536,66,8,182690.58,1,1,1,103476.92,Allemagne,Femme,0
211,592,41,8,74770.05,1,1,1,18661.18,Allemagne,Femme,1
212,435,57,7,113093.54,1,1,1,80229.39,Espagne,Homme,0
213,633,72,7,31916.66,3,0,1,132801.47,Allemagne,Homme,1
214,415,79,7,200637.08,1,1,1,83672.17,Espagne,Homme,1
215,519,48,7,141382.97,3,1,1,186474.9,France,Femme,1
216,394,64,7,225396.41,1,1,1,133541.27,Espagne,Femme,0
217,411,48,0,123867.89,1,1,1,134592.12,France,Femme,1
218,790,64,5,235356.42,3,0,1,84270.85,Espagne,Femme,0
219,483,57,11,222967.05,2,1,1,22130.55,Espagne,Femme,0
220,633,65,8,144114.96,4,1,1,151563.25,Allemagne,Femme,1
221,377,68,7,233473.36,4,0,0,147505.28,Allemagne,Femme,1
222,457,60,2,80772.19,3,1,1,113073.13,Espagne,Homme,0
223,393,51,10,91410.54,1,0,0,92009.59,France,Homme,1
224,689,72,0,11369.49,3,1,1,114588.65,Allemagne,Homme,1
225,635,41,1,147300.23,1,0,0,153160.85,Espagne,Homme,0
226,795,66,10,180480.99,3,1,1,146865.3,Allemagne,Homme,1
227,680,77,14,193379.8,4,0,1,136750.29,Espagne,Femme,1
228,477,43,1,37454.07,3,0,1,182198.79,Allemagne,Femme,1
229,697,33,6,111039.77,4,1,1,127829.35,Allemagne,Femme,0
230,822,74,11,44215.8,4,1,0,17684.28,France,Homme,1
231,580,64,5,165531.84,4,0,1,129341.81,France,Homme,0
232,539,30,10,39486.59,3,1,1,128323.46,Allemagne,Homme,1
233,574,32,1,226040.92,2,0,1,27882.69,France,Homme,0
234,734,44,7,57658.66,3,1,1,94130.0,France,Homme,0
235,726,21,14,72850.57,3,1,1,135452.81,Espagne,Homme,0
236,632,33,8,212726.58,2,1,1,145332.73,Allemagne,Homme,0
237,795,47,14,114616.9,2,0,1,180214.18,France,Homme,0
238,470,61,6,5998.99,4,1,1,170655.48,France,Homme,0
239,465,47,3,123646.56,1,1,1,36562.08,Allemagne,Homme,0
240,810,53,12,21135.83,1,0,0,127625.12,Espagne,Femme,1
241,582,20,12,246336.18,4,0,1,125349.06,Allemagne,Femme,0
242,608,39,0,147027.89,3,0,1,71193.36,Allemagne,Femme,0
243,708,66,3,64133.15,1,0,1,49059.56,France,Homme,0
244,547,39,3,140929.42,3,0,1,51909.1,Espagne,Femme,1
245,805,67,7,19216.78,2,0,1,47846.34,Allemagne,Femme,1
246,760,74,3,199972.83,2,1,1,164158.78,France,Femme,1
247,486,67,3,231332.01,4,1,1,42452.71,France,Homme,0
248,667,72,12,218611.1,3,1,1,63912.52,France,Femme,1
249,514,77,1,85439.4,4,0,0,55290.85,Espagne,Femme,1
250,574,66,11,81442.03,1,1,1,146878.51,Allemagne,Homme,0
251,656,29,9,8771.9,1,1,1,44303.24,France,Homme,1
252,583,72,6,162850.09,1,1,1,19452.02,France,Homme,1
253,521,38,14,133726.2,3,1,0,84231.7,France,Femme,0
254,501,73,3,114836.59,4,1,1,71442.44,France,Homme,0
255,812,21,10,226907.74,4,0,1,88575.37,France,Femme,0
256,664,48,5,41969.73,1,1,0,154455.91,France,Femme,1
257,723,61,2,2416.57,4,0,1,17287.88,Espagne,Homme,1
258,509,48,6,18329.11,2,1,1,21975.91,Espagne,Homme,1
259,445,75,5,55842.86,2,1,0,62294.26,France,Femme,0
260,821,40,2,8321.39,2,1,1,179503.57,France,Femme,0
261,582,71,3,125710.93,2,1,1,46278.78,Allemagne,Femme,1
262,529,70,9,78522.61,4,1,1,199452.02,France,Homme,0
263,462,37,13,45120.75,2,1,0,164053.12,France,Femme,1
264,667,32,4,187521.02,2,0,1,99385.26,France,Femme,0
265,846,40,8,51112.83,2,1,1,153354.52,France,Femme,0
266,791,45,13,171901.28,2,1,1,110980.8,France,Homme,0
267,401,33,5,87316.23,2,1,1,119708.57,Espagne,Femme,0
268,617,54,12,127956.94,3,1,1,122442.77,France,Homme,0
269,644,38,3,233466.76,3,1,1,135013.29,France,Homme,0
270,735,32,10,9337.91,2,1,0,26241.38,France,Femme,0
271,736,34,10,125066.13,2,1,1,129052.15,France,Homme,0
272,462,67,6,213605.74,4,1,1,147635.49,Allemagne,Homme,0
273,450,54,1,146993.56,2,1,1,72483.78,Allemagne,Homme,1
274,462,30,3,69217.63,1,1,1,196037.08,France,Homme,0
275,789,36,4,99420.28,3,1,1,41722.34,Espagne,Homme,0
276,430,47,3,170066.41,2,1,1,183431.87,Allemagne,Homme,1
277,536,62,3,222702.97,3,0,1,140143.14,Espagne,Femme,1
278,462,35,10,10266.59,2,0,1,137898.18,France,Homme,1
279,351,31,12,17884.71,1,1,1,177064.19,France,Homme,0
280,479,79,8,81262.88,2,1,0,168869.9,Allemagne,Homme,1
281,569,53,13,58194.92,3,1,1,78905.37,France,Homme,1
282,403,53,10,66232.72,3,1,0,145493.41,France,Femme,1
283,692,37,12,55317.5,3,1,0,24361.48,Espagne,Homme,1
284,834,69,1,48956.26,4,1,0,100843.41,Espagne,Femme,1
285,573,36,5,32655.99,3,1,0,188488.79,France,Femme,0
286,574,62,13,233488.53,2,0,1,65706.55,Espagne,Homme,0
287,734,61,7,36047.37,1,1,1,24244.6,Allemagne,Homme,0
288,752,24,7,51100.94,1,0,1,122844.82,France,Femme,0
289,475,74,10,61566.43,2,1,1,80693.46,France,Homme,0
290,479,61,6,233253.72,4,0,1,85241.44,France,Homme,0
291,402,70,9,188928.53,2,1,1,122754.58,France,Femme,0
292,521,21,10,197424.86,3,1,1,129993.98,France,Homme,0
293,567,76,3,26189.56,4,1,1,95904.56,France,Femme,0
294,509,51,6,209077.47,2,1,0,108896.61,France,Homme,0
295,547,19,12,102048.27,4,0,1,198752.31,France,Femme,1
296,765,22,9,65705.76,1,1,1,192072.37,France,Femme,1
297,596,72,5,143937.52,2,1,0,145853.66,France,Femme,0
298,673,27,10,205545.73,2,1,1,44873.71,France,Homme,0
299,788,49,5,194663.04,1,1,1,81592.62,France,Femme,1
300,552,59,1,222499.37,4,1,0,178371.32,Allemagne,Femme,0
301,533,58,7,232033.05,1,1,1,93359.69,France,Homme,1
302,472,30,7,59530.52,4,1,1,191743.02,France,Homme,1
303,750,56,13,105964.47,2,1,0,105335.83,Espagne,Homme,0
304,604,22,10,3657.13,4,1,1,174427.29,France,Femme,1
305,643,75,6,219830.41,4,1,1,21545.1,France,Femme,0
306,629,27,10,38643.04,3,1,1,95320.28,France,Femme,0
307,674,27,8,215368.7,3,1,1,144548.44,Allemagne,Femme,0
308,721,55,7,82346.83,3,1,1,174759.44,Espagne,Femme,0
309,447,44,13,92033.4,1,1,1,127782.09,France,Homme,1
310,547,77,8,9783.06,1,1,1,47053.47,France,Homme,0
311,819,68,14,81719.7,3,1,1,178871.92,Allemagne,Homme,0
312,744,38,8,222090.92,2,1,1,121340.44,France,Femme,0
313,589,25,5,6386.85,2,0,1,34983.36,Espagne,Homme,0
314,493,18,1,101581.87,2,1,1,100811.65,France,Femme,1
315,446,45,11,7849.91,1,1,1,144304.53,France,Homme,0
316,550,66,6,92730.86,4,0,1,98437.91,France,Femme,1
317,473,56,2,43160.16,1,1,0,176096.17,France,Femme,1
318,536,31,12,63054.6,3,0,1,93383.45,France,Homme,0
319,675,38,6,219399.59,4,0,1,122938.75,Allemagne,Homme,1
320,813,47,8,109012.31,2,1,1,54066.53,France,Femme,0
321,698,38,9,68449.5,1,0,1,109846.97,France,Homme,1
322,608,66,13,147334.59,1,1,1,56228.6,France,Homme,0
323,497,26,9,35526.74,3,1,1,56659.62,Allemagne,Femme,1
324,601,34,1,64847.9,2,1,1,66781.97,France,Femme,0
325,792,22,13,136561.99,1,1,1,23176.86,France,Femme,0
326,769,75,12,59380.76,1,0,1,45212.28,France,Femme,1
327,752,74,5,169781.93,4,0,0,93506.72,France,Femme,1
328,695,79,12,122872.83,1,1,1,39246.19,Espagne,Femme,0
329,800,48,5,192997.27,4,0,1,39676.18,France,Homme,0
330,496,69,8,237061.13,1,1,1,194067.39,France,Homme,0
331,497,78,12,28951.22,2,1,1,94013.01,Espagne,Femme,1
332,701,57,8,83666.25,3,1,1,89690.55,France,Femme,0
333,548,55,14,79887.27,2,0,1,64531.1,Allemagne,Homme,0
334,657,60,12,37795.73,3,1,1,109802.72,Allemagne,Homme,0
335,838,36,4,202575.78,1,1,0,125272.01,France,Femme,0
336,766,53,13,189969.68,2,0,0,92364.32,France,Homme,0
337,773,67,4,121106.37,4,1,1,87854.58,Espagne,Femme,0
338,477,50,8,134442.69,3,1,1,144578.94,France,Femme,1
339,388,30,7,14886.03,3,1,0,190708.69,France,Femme,1
340,687,31,6,138876.84,1,1,1,177397.08,France,Homme,0
341,709,73,7,197835.38,3,1,1,36944.75,France,Femme,1
342,478,50,5,143456.89,3,1,1,135677.1,France,Femme,0
343,616,79,2,66326.59,3,0,0,16303.81,France,Homme,1
344,825,46,6,166887.07,1,0,1,132121.98,France,Homme,0
345,790,60,7,90372.11,2,1,1,100905.41,Allemagne,Femme,0
346,822,66,14,136218.32,1,0,1,105855.91,France,Homme,1
347,783,53,7,121891.34,4,1,1,123784.74,France,Femme,0
348,500,75,0,95293.75,3,0,1,152391.25,France,Femme,0
349,764,61,6,179719.5,3,0,0,149949.69,France,Homme,1
350,827,27,2,220969.03,2,1,1,23228.62,France,Femme,0
351,647,48,1,1303.13,3,0,0,151251.46,France,Femme,1
352,448,23,13,233404.13,2,1,1,168515.96,France,Homme,1
353,612,74,1,127878.78,3,0,1,27611.94,Allemagne,Homme,0
354,601,18,13,175182.97,3,1,1,74745.12,France,Homme,0
355,493,24,14,213906.14,1,1,1,161531.85,France,Femme,1
356,695,75,13,116775.92,1,1,1,106224.76,Espagne,Homme,0
357,461,44,7,208743.52,4,1,1,143554.85,France,Homme,0
358,849,38,8,44404.95,2,0,0,107928.42,France,Homme,0
359,409,45,2,39791.88,4,1,1,195971.15,Espagne,Femme,0
360,718,33,13,164367.84,1,1,0,188195.72,France,Femme,1
361,351,73,2,217535.75,2,1,0,67011.87,Espagne,Femme,1
362,734,63,5,223106.54,1,0,1,86388.69,France,Homme,0
363,653,40,10,160935.11,2,0,1,94799.01,Espagne,Homme,0
364,603,69,9,131372.31,3,0,0,34277.8,France,Homme,1
365,489,37,0,82848.27,4,0,1,89753.87,Espagne,Homme,1
366,802,55,5,245000.1,4,0,1,158346.85,Allemagne,Femme,0
367,386,71,11,79923.92,2,1,1,171675.81,France,Homme,0
368,509,42,2,186046.53,4,1,1,178934.56,Espagne,Homme,0
369,358,45,10,132995.45,1,1,1,17693.42,France,Femme,0
370,582,22,3,152128.09,4,0,1,160929.12,Allemagne,Homme,1
371,448,73,8,98370.14,2,1,1,107986.12,Allemagne,Homme,0
372,496,38,2,241205.78,4,1,1,53139.44,Allemagne,Femme,0
373,653,35,0,142920.58,4,1,1,107267.83,France,Femme,0
374,557,64,2,234446.91,1,1,1,171188.19,Espagne,Homme,1
375,480,23,6,1897.85,3,1,1,95336.13,Allemagne,Femme,1
376,753,74,12,143167.65,1,1,0,198235.3,France,Homme,1
377,501,46,6,179296.72,4,1,1,129086.39,France,Homme,0
378,403,36,10,186270.04,4,1,0,105606.28,Allemagne,Homme,1
379,469,50,4,226244.22,3,1,0,69554.53,Espagne,Femme,0
380,510,18,13,1100.4,3,1,1,17044.45,Allemagne,Homme,0
381,757,62,0,82.54,1,0,1,127951.45,France,Femme,0
382,465,20,10,118065.87,3,1,0,121836.68,France,Femme,0
383,424,59,7,7323.43,1,1,1,110610.66,Allemagne,Femme,1
384,462,38,9,243633.14,2,1,1,114475.32,France,Femme,0
385,805,52,7,55516.29,4,0,1,171051.64,France,Homme,0
386,769,58,9,118166.18,3,1,1,73620.94,Allemagne,Homme,1
387,771,57,11,15284.41,2,0,1,116796.98,France,Homme,1
388,453,20,9,130512.1,2,1,1,140790.31,France,Homme,1
389,689,42,12,94989.03,1,0,1,53816.5,France,Homme,0
390,603,62,9,11165.01,1,1,1,186091.59,France,Femme,1
391,576,55,1,83781.07,3,0,1,151367.67,Allemagne,Homme,0
392,461,62,9,97859.01,1,0,1,24859.65,Allemagne,Femme,1
393,822,72,2,247480.37,2,0,1,175044.74,Allemagne,Homme,0
394,448,37,3,51971.47,2,1,1,187025.98,France,Homme,1
395,502,69,0,136194.9,4,1,0,161828.96,Espagne,Homme,1
396,698,61,3,246828.89,2,0,1,93851.55,Allemagne,Femme,1
397,751,62,4,198004.8,3,1,1,198959.73,Espagne,Femme,0
398,733,51,2,248341.88,4,0,1,38020.64,Espagne,Homme,1
399,715,38,13,242074.58,1,1,0,114272.08,France,Femme,1
400,687,73,10,122384.89,4,0,1,46522.3,Espagne,Femme,0
401,543,72,14,174093.96,2,1,1,96279.53,France,Homme,0
402,659,65,9,27610.78,3,1,1,186573.5,France,Femme,0
403,512,40,1,110287.21,1,1,1,161938.31,France,Homme,0
404,557,23,12,202254.64,1,1,1,159685.16,France,Femme,0
405,794,68,5,126333.83,2,1,1,80462.95,Allemagne,Homme,0
406,518,70,7,175674.76,3,0,1,187839.98,Espagne,Femme,0
407,833,30,6,186437.83,2,1,1,83128.27,Allemagne,Femme,0
408,510,66,10,63367.29,2,1,1,22395.09,Allemagne,Homme,0
409,417,40,13,218924.84,3,1,0,132993.23,Espagne,Homme,0
410,638,26,0,114955.61,2,1,1,82089.81,Allemagne,Homme,0
411,747,34,3,52546.28,3,1,1,43439.1,France,Homme,1
412,626,78,2,216353.97,3,1,0,187911.74,Espagne,Femme,0
